uuid,events
fee90d01-aeab-4f8e-960d-cb25bdf02f4e,"[""score"", ""substitution"", ""caution"", ""substitution"", ""caution""]"
9527d1ae-36c0-4f7b-93c6-a4b9daf3a478,"[""sending-off"", ""substitution"", ""score"", ""substitution"", ""score""]"
db8ac50a-94b4-410a-9ad6-7ae3c9577dcc,"[""foul"", ""sending-off"", ""sending-off"", ""score"", ""foul""]"
97a192e7-a94a-4fb6-914d-cf14f86faa1b,"[""score"", ""caution"", ""foul""]"
adbc84e6-d8d8-4d45-a436-89c678c46d71,"[""foul"", ""score"", ""substitution"", ""foul""]"
0137c040-05b3-4457-8152-34b55beaad44,"[""caution"", ""caution"", ""foul""]"
beb78442-31f4-4edd-a091-13f6045d2232,"[""caution"", ""score"", ""sending-off"", ""foul""]"
799c5fd2-fba7-4c4d-a5d9-351e00c06487,"[""substitution"", ""sending-off"", ""score"", ""caution"", ""score"", ""sending-off""]"
9f93f603-0e0d-4445-819e-90e687b060fb,"[""substitution"", ""substitution"", ""foul"", ""sending-off""]"
2696a1bc-4389-4a9e-ba11-4fb02318e99c,"[""caution"", ""caution"", ""sending-off""]"
4351fb5e-ee2b-4c0f-ac2c-3169142cb08b,"[""substitution"", ""score"", ""substitution"", ""score"", ""foul"", ""foul""]"
bef4b646-6565-44ad-9841-9e712f3df244,"[""substitution"", ""sending-off"", ""caution""]"
40253627-b397-4ad4-bbb0-8697bd1f3403,"[""score"", ""foul"", ""substitution"", ""sending-off""]"
cd1826d4-9816-406c-9d25-83b0d45bc18d,"[""foul"", ""substitution"", ""substitution"", ""caution""]"
76c4c578-2987-4c69-b934-ee9cb17e4071,"[""sending-off"", ""sending-off"", ""caution"", ""sending-off"", ""foul""]"
b5617e6a-4cf5-4546-bfc7-11ae12c3c1ae,"[""caution"", ""score"", ""sending-off"", ""sending-off"", ""caution"", ""caution""]"
f771064f-2e08-4af9-aa78-5dafb64c27de,"[""sending-off"", ""sending-off"", ""substitution"", ""foul"", ""score"", ""foul""]"
25430429-e74b-436e-b1e7-bee136afbc71,"[""substitution"", ""substitution"", ""score""]"
994f4dc2-3bca-43a1-b39c-62b82948480d,"[""substitution"", ""score"", ""substitution""]"
38bc19db-95c4-4111-b373-75fbf0174cba,"[""foul"", ""foul"", ""foul""]"
8f3fa8c8-318a-4eb5-aa32-d489793baccc,"[""caution"", ""score"", ""foul"", ""substitution"", ""sending-off""]"
63c9d4bf-2be2-4a42-a79c-3e5bd1946191,"[""caution"", ""foul"", ""foul"", ""substitution"", ""caution""]"
63f875d9-dbcc-433a-ac8a-97f439f2ccb0,"[""score"", ""score"", ""foul"", ""caution"", ""caution""]"
f0ccf8e4-eb0b-488b-b31f-f888ace80c44,"[""substitution"", ""foul"", ""foul"", ""substitution""]"
6e26c74b-decf-4ce2-8fef-d8f173e013ff,"[""score"", ""sending-off"", ""score"", ""sending-off"", ""score""]"
5ea7e49a-881c-4d0e-bc1d-7fbe37628099,"[""caution"", ""substitution"", ""substitution"", ""foul"", ""sending-off""]"
e5fbef44-363d-45e6-aec2-71f82daaa9ea,"[""score"", ""caution"", ""caution""]"
810ec45b-cee6-4446-aa22-9b5dd1afb3b4,"[""caution"", ""foul"", ""foul"", ""sending-off"", ""caution""]"
4d581a62-bdc8-4915-8206-9fb52d0cc923,"[""sending-off"", ""substitution"", ""foul""]"
dd3f3344-9330-4bf2-819f-f8479b3560ae,"[""caution"", ""caution"", ""substitution"", ""caution"", ""sending-off"", ""foul""]"
2a169867-e29f-416d-b34e-bb2979686d90,"[""foul"", ""caution"", ""caution"", ""caution"", ""substitution"", ""caution""]"
861679f1-e32a-4222-8514-5a99191fda73,"[""sending-off"", ""caution"", ""score""]"
d7f489c7-cc53-4868-94e4-e75cb5b6f605,"[""caution"", ""sending-off"", ""substitution"", ""foul"", ""caution"", ""sending-off""]"
0e3f2d13-f3af-44c5-90c2-f5eb2c380785,"[""sending-off"", ""substitution"", ""sending-off""]"
f0f85bed-6be8-4946-958c-9df6e3a1df6f,"[""substitution"", ""sending-off"", ""substitution"", ""caution""]"
3463e3c0-856d-4829-a94a-69465bbc9fe9,"[""sending-off"", ""substitution"", ""sending-off"", ""substitution""]"
01c4888a-7465-413a-aa85-f9248a1f3e16,"[""foul"", ""sending-off"", ""foul"", ""score""]"
667bf85c-b579-4586-8929-d1e530d1ac55,"[""score"", ""caution"", ""caution"", ""substitution"", ""score""]"
24686c14-1b49-48db-a22c-6527328843c9,"[""sending-off"", ""substitution"", ""score""]"
a3392807-3857-4224-a049-5d79d78de72f,"[""foul"", ""score"", ""score""]"
f0cc6184-97e4-419e-9921-914f8fb3c468,"[""foul"", ""caution"", ""foul"", ""sending-off"", ""foul"", ""score""]"
d310a615-9534-44e2-b5e2-10649478a23f,"[""foul"", ""caution"", ""foul"", ""sending-off""]"
990d1efb-c3ca-44d3-9fdd-6b85d3696003,"[""foul"", ""sending-off"", ""foul"", ""score""]"
835d266c-dce9-4847-b0f1-b4c162e9ffe8,"[""score"", ""substitution"", ""score"", ""foul"", ""caution""]"
e296ad8e-18dd-49bc-94ac-711486f4cde9,"[""caution"", ""caution"", ""score"", ""foul"", ""caution""]"
36d1bcbc-6cc9-4e6f-8529-d2e26bc01664,"[""substitution"", ""sending-off"", ""caution"", ""substitution"", ""sending-off""]"
34f521c4-df19-4ef9-bbea-35c0306f976c,"[""score"", ""score"", ""substitution"", ""caution"", ""caution"", ""substitution""]"
128df1a4-dae1-4abf-957f-bc6d6bd5bb62,"[""foul"", ""foul"", ""sending-off"", ""foul"", ""foul""]"
be5d37df-5e60-417c-a452-087f6cd612ee,"[""foul"", ""substitution"", ""foul"", ""foul"", ""substitution""]"
c2fb5f1e-80a7-4ef0-9415-5807f97c9645,"[""sending-off"", ""score"", ""sending-off"", ""caution"", ""sending-off"", ""substitution""]"
5c00e561-9977-400b-a3d5-f685b786acee,"[""caution"", ""sending-off"", ""sending-off""]"
10ac1651-e08a-43bc-9b81-e903fa458e13,"[""score"", ""substitution"", ""caution"", ""substitution"", ""caution""]"
cf9c6db3-f0d3-4ebb-8da9-d0a94eaf2e20,"[""foul"", ""sending-off"", ""foul"", ""foul""]"
f3abc9e8-bb56-41fc-82c0-6744950ed2ea,"[""caution"", ""substitution"", ""score"", ""sending-off"", ""substitution"", ""score""]"
ccb12544-f0d7-47fd-b48d-950e32df1146,"[""caution"", ""sending-off"", ""foul"", ""score""]"
e7d83307-f1cc-4b07-987b-210a87aa1ea0,"[""foul"", ""score"", ""substitution"", ""sending-off"", ""caution"", ""sending-off""]"
8db915ab-aab2-4331-8728-d44693b38cc2,"[""score"", ""foul"", ""score""]"
553d391f-17b1-4733-91c4-5bdc4424eee4,"[""score"", ""foul"", ""foul"", ""score""]"
e65a9e92-01b3-4c63-8e1a-3ad5289ceaaa,"[""caution"", ""sending-off"", ""score"", ""score""]"
eff3ecfe-e207-4ac5-87c5-78a39005d7dd,"[""caution"", ""sending-off"", ""score"", ""score"", ""foul"", ""sending-off""]"
c792ec93-1258-476f-b09d-bd42260d461c,"[""caution"", ""sending-off"", ""caution"", ""foul"", ""caution"", ""caution""]"
5541d295-e9e6-490a-95f3-46fcc3813727,"[""caution"", ""sending-off"", ""foul"", ""score"", ""substitution""]"
fadbc5c0-921d-4653-9db1-ac4a15deec6e,"[""caution"", ""foul"", ""sending-off"", ""caution"", ""score"", ""sending-off""]"
72a0fb78-2b2c-46de-b13f-2756053f1ce3,"[""caution"", ""caution"", ""score"", ""caution""]"
36b45d17-a905-47f2-a745-e2d6e2de2caa,"[""sending-off"", ""foul"", ""foul"", ""caution"", ""sending-off"", ""caution""]"
42295690-a871-490c-9285-7072992a08db,"[""sending-off"", ""score"", ""score"", ""substitution""]"
84aac723-8723-472d-b507-50cff9df8ab3,"[""substitution"", ""foul"", ""score"", ""sending-off""]"
81710552-b811-4c7b-9bd6-be8fa2c331e5,"[""sending-off"", ""substitution"", ""substitution"", ""score"", ""score"", ""foul""]"
c8072e5f-6e98-49ec-be83-607f6e12ea4c,"[""score"", ""substitution"", ""foul"", ""score"", ""score""]"
3b65ed65-0c91-4b57-ad00-83ec46805dd9,"[""foul"", ""sending-off"", ""foul"", ""caution"", ""score""]"
bc8d7ee1-69de-4812-b034-ef4f182d3f23,"[""score"", ""score"", ""foul""]"
4ab27718-85ed-4513-9671-f3a2dea3c5f6,"[""foul"", ""substitution"", ""foul"", ""score"", ""score"", ""score""]"
6bd358e2-6b55-48cf-887f-4b156c21c925,"[""score"", ""substitution"", ""caution"", ""substitution"", ""caution"", ""foul""]"
36d60e38-d582-4473-9ee0-7d6fa82d7761,"[""foul"", ""foul"", ""foul"", ""sending-off""]"
42ea6d90-dd96-4625-a440-9afa4ed13754,"[""score"", ""caution"", ""substitution""]"
4d4cbff0-75e1-4e83-a0ae-4a3587e16f83,"[""foul"", ""foul"", ""foul"", ""score"", ""substitution"", ""substitution""]"
73e3f730-efc5-4608-994f-3c61622e471b,"[""foul"", ""score"", ""sending-off"", ""score""]"
9523f01c-9030-4de3-a1e0-77848dc7d3f8,"[""score"", ""score"", ""foul"", ""score"", ""substitution"", ""substitution""]"
c19a5eca-44d6-4e5b-9ec5-5f1abdc88d9c,"[""caution"", ""score"", ""foul"", ""foul"", ""substitution"", ""substitution""]"
a6abdeb0-1f07-4ba7-b5ef-840d94a0b155,"[""substitution"", ""score"", ""sending-off"", ""foul""]"
f70b97dd-f944-481b-984f-9898b7f13d27,"[""sending-off"", ""score"", ""sending-off""]"
c86c2c9d-6d91-4254-92c8-363f90539892,"[""foul"", ""score"", ""foul"", ""substitution"", ""foul"", ""caution""]"
df04dd4e-e097-4c6e-b8cb-4a7ccfdf63c2,"[""sending-off"", ""caution"", ""sending-off""]"
317bf287-f7d0-4990-8f7e-82b4c8de0814,"[""caution"", ""sending-off"", ""caution"", ""substitution""]"
9b6c7e17-adca-4c30-8743-53087115c3b8,"[""caution"", ""caution"", ""score"", ""score""]"
e18f0fa9-8947-416d-8673-afa7b180fbb4,"[""caution"", ""substitution"", ""foul"", ""substitution"", ""sending-off"", ""caution""]"
e850982e-30a6-4005-bb80-ed7ce51b0932,"[""foul"", ""substitution"", ""caution"", ""sending-off"", ""foul""]"
feb51d3a-9d66-46b3-a520-1cdce5d39566,"[""score"", ""score"", ""foul"", ""sending-off"", ""foul"", ""sending-off""]"
2613e389-0480-4010-8f7c-3a9658790ba6,"[""score"", ""foul"", ""foul"", ""caution"", ""sending-off"", ""foul""]"
9c726c10-23f2-4e8f-929e-28c8646de2e9,"[""caution"", ""foul"", ""substitution"", ""foul"", ""sending-off"", ""caution""]"
f814e879-79fb-41c2-82e1-2532438231a4,"[""score"", ""sending-off"", ""sending-off""]"
dae049d9-8939-41df-9aeb-f743e5f91ac4,"[""foul"", ""foul"", ""sending-off"", ""caution""]"
ce5cf429-cfab-494d-9187-4469754c4b41,"[""score"", ""substitution"", ""caution"", ""substitution"", ""foul"", ""foul""]"
114a83f4-6b90-449e-bfe1-9fe8e336bdb8,"[""caution"", ""sending-off"", ""substitution"", ""score"", ""substitution""]"
a48ad5e1-0c53-4243-b0c7-1581bd9a1556,"[""caution"", ""score"", ""score"", ""foul""]"
ceb61d7a-02a0-4808-a367-21e1e02096df,"[""score"", ""score"", ""foul""]"
5f76107a-1e6f-458f-ade7-5f5f77a7a1cd,"[""substitution"", ""score"", ""foul""]"
46639792-b68d-47a8-99e1-87661982bbc5,"[""score"", ""score"", ""substitution"", ""caution"", ""score"", ""substitution""]"
0b0029aa-06e2-4227-905d-280d97fc956d,"[""caution"", ""foul"", ""foul"", ""caution""]"
361c1778-3c53-45fb-a015-7198b3d6422e,"[""sending-off"", ""caution"", ""foul"", ""score"", ""sending-off""]"
bdcc336b-e9fa-4cb0-87f4-fc633a3c4940,"[""foul"", ""sending-off"", ""foul""]"
5eb205d6-747f-44d9-9b48-7fb080ee6bf7,"[""caution"", ""substitution"", ""foul"", ""foul"", ""foul"", ""substitution""]"
656f9a44-a63c-429c-bfb6-2dd8b512e660,"[""caution"", ""substitution"", ""substitution"", ""substitution"", ""sending-off"", ""caution""]"
14853c2d-52ec-4d36-a579-3d438b65d9a6,"[""sending-off"", ""score"", ""foul"", ""foul"", ""caution"", ""sending-off""]"
4e5b7c16-51c6-4c8f-8570-6581bdd09374,"[""score"", ""foul"", ""caution""]"
d81f4635-6eb8-41b6-a718-191f91ed83e2,"[""sending-off"", ""sending-off"", ""substitution""]"
a628a4e2-7889-474d-ad31-103b49c04d5f,"[""score"", ""score"", ""caution"", ""caution""]"
3b032423-9fee-4802-8ae5-0b528128afc6,"[""foul"", ""score"", ""substitution"", ""caution""]"
a029a751-d0b8-494e-82cc-4e8ff0957cc8,"[""score"", ""foul"", ""sending-off"", ""score"", ""foul""]"
4a5d2cac-fa1e-47b6-b0b3-24f021746cc9,"[""foul"", ""score"", ""caution"", ""score""]"
520370e7-77dc-4964-ba10-3016b15c25b4,"[""substitution"", ""caution"", ""score"", ""sending-off"", ""caution"", ""foul""]"
3c230d6c-39ca-4838-b122-dbf1a73bf032,"[""sending-off"", ""substitution"", ""caution""]"
8251c6fb-d037-42c9-b9f6-6e2f64c21a6d,"[""foul"", ""substitution"", ""foul""]"
d275c92c-6d01-47e8-8776-d4647d136f00,"[""caution"", ""caution"", ""foul""]"
d76be23c-1fa4-4868-a77d-d84f957d68ee,"[""substitution"", ""substitution"", ""score""]"
e5e30d1d-4e29-4866-a13c-a9a29cb6c89f,"[""sending-off"", ""score"", ""caution"", ""foul""]"
166ec87f-22f9-4492-96e4-0cff26ee32f4,"[""substitution"", ""foul"", ""score"", ""sending-off"", ""caution"", ""substitution""]"
6cf76bfd-1fac-40a9-bbe5-2c76f306b2cc,"[""caution"", ""score"", ""caution"", ""substitution"", ""substitution"", ""foul""]"
ef09466b-b0a1-44c6-9343-ac76fabfda28,"[""score"", ""caution"", ""score"", ""score"", ""foul"", ""foul""]"
85e1fe2c-3502-4b3e-8a4b-66a1d8069291,"[""foul"", ""caution"", ""sending-off"", ""caution"", ""foul"", ""score""]"
fcb56e4f-37d5-49a9-91d7-c50d1431f9fe,"[""foul"", ""sending-off"", ""foul"", ""caution"", ""sending-off"", ""substitution""]"
d0d17557-0b87-45b9-9438-22df40176a22,"[""sending-off"", ""sending-off"", ""score"", ""foul"", ""foul""]"
afbfbeb9-6ea8-4524-8ae9-18a3ba651fa7,"[""caution"", ""sending-off"", ""sending-off""]"
2a0b4642-0009-4a37-aa0f-9634b488817d,"[""caution"", ""sending-off"", ""caution""]"
b517464f-b339-4bc7-8265-d3674cb5ce85,"[""sending-off"", ""substitution"", ""caution"", ""score""]"
30e9c7d1-c7b2-4d7e-9823-a022f5faf2a4,"[""sending-off"", ""foul"", ""score""]"
dab8bf73-cf7a-49f5-9995-29ae70c62d14,"[""foul"", ""caution"", ""caution"", ""foul"", ""caution"", ""foul""]"
1ed89ae5-2780-47ec-917f-ebd77a15bec2,"[""sending-off"", ""score"", ""caution""]"
9eab7f27-02ca-45e1-b874-1247f1eb1a3f,"[""foul"", ""sending-off"", ""sending-off"", ""caution"", ""score""]"
fc19424b-172a-4705-bc84-62fca9b119aa,"[""caution"", ""foul"", ""score"", ""substitution"", ""foul""]"
af4ca96e-988d-4ff4-9586-ab59165075aa,"[""foul"", ""caution"", ""score"", ""score"", ""caution"", ""caution""]"
54fe5f38-7b99-4534-a181-c0ff11bfb832,"[""substitution"", ""caution"", ""score""]"
52c22cc4-1643-4e8a-a00d-a7512bceeab5,"[""substitution"", ""foul"", ""score"", ""substitution""]"
9ed812a6-75c0-49cf-a415-00bcb10e6b32,"[""substitution"", ""score"", ""caution"", ""foul""]"
2bd5a654-89ae-49f7-8690-c4cf56929ad9,"[""sending-off"", ""caution"", ""score""]"
bc313942-2143-48ea-b161-19375ec67a31,"[""caution"", ""caution"", ""substitution""]"
e705d1f7-657d-4bee-ab58-71620ab5075d,"[""foul"", ""foul"", ""sending-off"", ""score""]"
2c16efc8-90eb-4961-a582-09d8d6b1cb88,"[""sending-off"", ""substitution"", ""substitution"", ""foul""]"
64ab9ca5-2b01-44e5-8fec-3f22819525dd,"[""substitution"", ""sending-off"", ""score"", ""score"", ""caution"", ""sending-off""]"
81f7e6c4-4baa-46bc-9eea-7ea1eccb1d51,"[""caution"", ""score"", ""score"", ""caution""]"
4d5b7578-ff58-4d9e-807e-95281d3d997a,"[""caution"", ""caution"", ""sending-off"", ""score""]"
06ad3399-1d0d-44fc-8eb7-0b6edc9e6249,"[""sending-off"", ""foul"", ""substitution"", ""foul"", ""substitution"", ""foul""]"
29814510-96e3-4b66-8f99-f166815d74fa,"[""foul"", ""caution"", ""substitution"", ""sending-off""]"
40fcda9e-164f-45c2-8a59-45b1248c4543,"[""score"", ""sending-off"", ""sending-off"", ""score"", ""foul""]"
9fd81113-8787-49b0-b6af-8163debcc5e7,"[""caution"", ""substitution"", ""caution"", ""caution""]"
a60015ca-a990-406b-afd0-1b9fb21d9bf0,"[""sending-off"", ""score"", ""sending-off"", ""substitution"", ""foul""]"
70562543-1e40-47b2-a36e-95a5c482b693,"[""sending-off"", ""score"", ""sending-off"", ""sending-off"", ""score"", ""sending-off""]"
7b0043dc-4f66-4193-8703-df747ef96a3b,"[""caution"", ""sending-off"", ""caution"", ""caution"", ""caution""]"
c33eb129-fa85-4e5c-bcff-48e6f6711e7e,"[""substitution"", ""substitution"", ""caution"", ""caution"", ""foul""]"
7ad78496-dacd-419e-894e-a6464e425134,"[""foul"", ""substitution"", ""caution""]"
deed2c1d-2b85-47ab-850e-7acae9cce2f9,"[""caution"", ""foul"", ""score""]"
f65e6fe6-15c6-489b-8b01-36dd8996d2d3,"[""substitution"", ""sending-off"", ""score"", ""caution"", ""caution"", ""score""]"
31c09e88-e8c3-4097-8d03-af274bd33c49,"[""substitution"", ""sending-off"", ""substitution"", ""sending-off""]"
5f2eb729-388c-492b-818b-bd7bf07d4e9e,"[""substitution"", ""foul"", ""foul"", ""score""]"
721ebef5-5a48-4851-8488-e08c248404bb,"[""foul"", ""substitution"", ""sending-off"", ""substitution"", ""substitution""]"
c08c4940-39aa-4e69-83d0-4017935e1dcf,"[""foul"", ""caution"", ""substitution"", ""substitution"", ""caution"", ""foul""]"
55d4f0bc-a739-410f-9cc4-ca53bf22efbd,"[""foul"", ""sending-off"", ""score"", ""foul""]"
f3b4309e-74a9-4d3c-8443-5e71145644d5,"[""score"", ""substitution"", ""sending-off""]"
a1bde35e-b6cb-4e93-811f-2cb09c87b986,"[""sending-off"", ""score"", ""foul"", ""score""]"
4415d596-b1a0-4873-be25-2c61016e8fce,"[""foul"", ""sending-off"", ""score"", ""score"", ""sending-off"", ""substitution""]"
221d0b56-d778-455e-9bac-9ed9256985ff,"[""substitution"", ""sending-off"", ""sending-off"", ""caution"", ""substitution"", ""caution""]"
59065807-753b-4dc8-be7d-3578ce0a71de,"[""substitution"", ""sending-off"", ""score"", ""foul"", ""substitution"", ""sending-off""]"
50b849b8-87bd-4715-8fcf-3f6443a8120c,"[""foul"", ""substitution"", ""score"", ""substitution"", ""foul""]"
f1805056-cf09-4855-a9ed-a6071b7338d6,"[""sending-off"", ""sending-off"", ""sending-off"", ""score""]"
6db61f02-eecc-46f9-8ec5-1fe54ea6bc9b,"[""caution"", ""score"", ""substitution""]"
6bf40ef4-32ce-4cd7-b50d-6528a515b8b1,"[""score"", ""foul"", ""sending-off"", ""caution""]"
35176be1-a7b8-46b6-a158-14c9afd19788,"[""substitution"", ""substitution"", ""score"", ""score""]"
3d661784-e6f5-459a-89af-16541fab237e,"[""foul"", ""foul"", ""substitution""]"
fa344e26-320c-4140-b3e9-d66a0b3a5eec,"[""sending-off"", ""substitution"", ""caution"", ""caution""]"
ad2ae82f-d660-48da-93b9-242355e14fad,"[""foul"", ""score"", ""score"", ""caution""]"
20e79b48-7a5f-4f6e-99df-445d24c5de45,"[""substitution"", ""sending-off"", ""sending-off"", ""score""]"
8125d523-4496-45aa-9e7e-91c3d63a1807,"[""sending-off"", ""caution"", ""sending-off"", ""foul"", ""foul""]"
b8b8224e-ab76-4531-8aec-49721258e097,"[""substitution"", ""foul"", ""foul"", ""sending-off"", ""score""]"
bd9d08b3-0f4b-4e60-9b8f-9d7d2fda800d,"[""sending-off"", ""sending-off"", ""substitution""]"
edd4e7c4-4e35-4365-8624-50ec597dfc05,"[""score"", ""sending-off"", ""sending-off"", ""sending-off""]"
5d2a50ee-7fdb-43ce-a456-c932030c354b,"[""substitution"", ""foul"", ""caution""]"
438466c0-6db6-48e0-902b-19851271ee45,"[""foul"", ""foul"", ""sending-off"", ""sending-off"", ""sending-off""]"
f8a26a51-fd56-470f-a7bc-f8c17c173be2,"[""substitution"", ""score"", ""sending-off""]"
3766836b-c8c3-4e47-893d-a7986e19ff93,"[""sending-off"", ""sending-off"", ""foul"", ""foul"", ""foul"", ""caution""]"
fdee15e8-18b1-4517-b585-583e7c611704,"[""foul"", ""score"", ""substitution"", ""substitution"", ""score""]"
5117c2bf-4c13-49da-8e06-7e4cd609f20a,"[""foul"", ""substitution"", ""foul""]"
71b994f1-a9ca-4b10-b649-e84957f032b3,"[""caution"", ""foul"", ""foul"", ""caution"", ""caution"", ""caution""]"
6e4d5e57-d755-43e0-a033-e817a424b1e7,"[""substitution"", ""score"", ""foul"", ""sending-off"", ""caution"", ""substitution""]"
77886b33-73cd-47f7-9c9c-186ed44c7050,"[""foul"", ""score"", ""substitution"", ""foul"", ""substitution"", ""caution""]"
c09731c5-954b-4fec-a985-bc809daf18da,"[""foul"", ""caution"", ""score"", ""score"", ""foul"", ""caution""]"
32b8e5cd-1594-419a-ba58-cca61de784f0,"[""sending-off"", ""sending-off"", ""foul"", ""foul"", ""score"", ""caution""]"
3a534d24-de3d-46ba-985e-0e9ff928d64b,"[""sending-off"", ""caution"", ""caution"", ""sending-off"", ""foul""]"
99988a4b-1486-4db3-ad74-ee418157855a,"[""substitution"", ""caution"", ""caution"", ""sending-off"", ""foul"", ""caution""]"
595953cc-52e9-4743-9ba8-c4d77ea57e89,"[""caution"", ""foul"", ""foul""]"
736c3ff5-92b9-469a-837b-99f7ae9d8466,"[""sending-off"", ""substitution"", ""foul"", ""foul"", ""substitution""]"
ccf33749-cf7b-4855-b604-a0b77da3fbdd,"[""foul"", ""substitution"", ""substitution"", ""caution"", ""substitution"", ""score""]"
c252128b-31a3-4882-855b-123cf1e58a97,"[""score"", ""score"", ""foul"", ""foul"", ""score"", ""foul""]"
8095d85c-a5eb-46d7-bcf7-83bd7a33d7c5,"[""foul"", ""substitution"", ""substitution"", ""caution"", ""score"", ""caution""]"
c9540b53-1b93-481b-9470-cd297b73494f,"[""foul"", ""caution"", ""sending-off"", ""caution"", ""foul"", ""foul""]"
ad4265fb-6ba9-47ee-a271-38490c13d81a,"[""substitution"", ""foul"", ""caution"", ""foul"", ""score""]"
792dd1b4-083b-4157-8e05-c024b22aec3b,"[""foul"", ""foul"", ""foul"", ""foul""]"
a338e79e-dd76-46e5-8d10-473d762921fd,"[""substitution"", ""substitution"", ""sending-off"", ""caution""]"
ca45789a-248f-4e67-8f11-353e5366029c,"[""substitution"", ""substitution"", ""caution"", ""caution"", ""caution""]"
14d42ff1-bf6d-406b-b5e8-5ee9381a4ffe,"[""foul"", ""caution"", ""caution"", ""score"", ""caution""]"
322be702-03f0-4251-afb2-f956de3b55e6,"[""score"", ""substitution"", ""sending-off""]"
ec24613d-6bf1-4c07-8cde-ec740fa36bb5,"[""sending-off"", ""caution"", ""substitution"", ""sending-off"", ""sending-off""]"
ce9e95a7-ee5c-438d-8d4c-f18010651883,"[""score"", ""sending-off"", ""substitution""]"
2efdc703-8821-4de4-9d49-de127a7c0f9f,"[""caution"", ""sending-off"", ""foul"", ""caution""]"
19dc2391-7afc-49aa-9a11-97fcfb84f52f,"[""caution"", ""caution"", ""caution""]"
a8493569-1855-43a8-910b-059666b3c40a,"[""substitution"", ""score"", ""score"", ""score"", ""foul""]"
da0c0d5b-0184-4783-a209-65d2bef91718,"[""sending-off"", ""caution"", ""sending-off"", ""caution"", ""substitution""]"
079a1d0f-f3a9-4773-87f9-ef315c59c89a,"[""foul"", ""caution"", ""substitution"", ""foul"", ""sending-off"", ""score""]"
3c8beaaf-39f9-406b-bec9-3638fb8b11da,"[""substitution"", ""caution"", ""caution"", ""sending-off"", ""foul""]"
c1b5fedb-adfd-4324-acf7-170e7009c667,"[""substitution"", ""caution"", ""score"", ""score""]"
731de403-8b4a-458b-8b25-2c11ae834092,"[""substitution"", ""score"", ""caution""]"
be11da00-e4c7-445d-8425-61dc917e72ff,"[""sending-off"", ""sending-off"", ""substitution""]"
8e60fb00-b3f8-4e7b-b81b-57d63133371d,"[""caution"", ""foul"", ""substitution""]"
90ff4e2c-508f-485d-a0cf-4fba6d6dbde0,"[""foul"", ""foul"", ""caution"", ""score"", ""sending-off"", ""caution""]"
c0c15f04-bc8a-41ee-88c4-527816812392,"[""sending-off"", ""score"", ""sending-off"", ""foul"", ""score""]"
ba60bd91-c00a-446d-8100-03068a3f133a,"[""score"", ""score"", ""substitution""]"
0f8c1912-cace-4334-b849-f7ff94cc9f53,"[""sending-off"", ""sending-off"", ""substitution"", ""caution"", ""substitution"", ""foul""]"
2dd68aef-2377-40d8-b587-2433319280bc,"[""foul"", ""foul"", ""sending-off"", ""foul"", ""score"", ""sending-off""]"
2a952962-9a05-4062-8ba7-1cf3a3047b3c,"[""caution"", ""score"", ""caution"", ""foul""]"
742d5873-34e7-4caf-80c7-dd33fdafebbc,"[""sending-off"", ""substitution"", ""score"", ""score""]"
f9765e0d-50e9-4f79-8770-0ed9c42ff386,"[""caution"", ""substitution"", ""sending-off"", ""foul"", ""score""]"
65989b2c-ee56-4348-8629-961216f12b1e,"[""caution"", ""sending-off"", ""caution"", ""sending-off"", ""substitution"", ""sending-off""]"
e5a5a66b-a89b-4285-ad7f-d07eee7245b2,"[""foul"", ""foul"", ""foul"", ""score"", ""score""]"
ef86338e-2fca-4992-9120-6d401255b99d,"[""substitution"", ""sending-off"", ""foul"", ""caution""]"
6b64f7f4-ed5c-4385-9aa7-f239d50d71b3,"[""sending-off"", ""score"", ""sending-off"", ""caution"", ""sending-off""]"
b0aefa5b-d7a3-486f-bd04-e6b31f0f78bd,"[""score"", ""score"", ""caution"", ""sending-off""]"
a211e983-c296-4c74-8e2f-329262a86d08,"[""substitution"", ""score"", ""caution"", ""score""]"
5c0e70c5-3f7f-4772-befb-1c162e47ddaf,"[""caution"", ""caution"", ""sending-off"", ""score""]"
43e78aa0-75ca-4b44-ba5a-4403a91ec867,"[""substitution"", ""caution"", ""caution"", ""sending-off"", ""foul"", ""sending-off""]"
7a823736-55a1-45c3-9cbc-510dc7f7bd7c,"[""foul"", ""substitution"", ""sending-off""]"
e7282e8a-fec8-420b-81e4-663cbc87ff90,"[""score"", ""substitution"", ""sending-off"", ""substitution"", ""foul""]"
6480d453-f822-4ef1-868f-698729e2752a,"[""caution"", ""foul"", ""score"", ""caution""]"
772feb92-ca60-4999-a371-68ca0eb5b6c5,"[""caution"", ""score"", ""substitution"", ""foul"", ""score"", ""substitution""]"
17d25887-cd7e-4fa8-91fe-6670e28a9f56,"[""sending-off"", ""foul"", ""score"", ""caution""]"
8600fafc-cd6d-4fb7-bcba-d87906c2ff0a,"[""foul"", ""foul"", ""substitution"", ""score"", ""foul"", ""caution""]"
afbd31e4-7df9-4293-95e8-87530a173ecc,"[""sending-off"", ""caution"", ""score"", ""sending-off"", ""substitution""]"
3c13dea5-a349-4861-be71-92f24b04be91,"[""foul"", ""score"", ""sending-off""]"
9117b176-d2ed-4b3a-bf85-39c36e55d073,"[""substitution"", ""score"", ""sending-off""]"
