uuid,tweet
70b2adf3-fd09-4fea-bb79-f7632247b37a,Fuck all the girls i went to high school with that are gay now like where tf were y’all when i was getting bullied for being a lil f*g
b5e46cfe-7e04-4ff8-9ffa-2608b26bf053,#MKR. Look at Kat's face. It looks like she's just been told Andre's been banging the promo girls
54b22549-a6e9-4504-b542-df1afee4f7b8,newfoundland viral is when the girls that bullied you and made you want to die in high school retweet you
a7e08fa2-afbd-410c-b23d-54ab64e1f3db,"Tw // homophobia , transphobia , rape - - - My mom threatened me when I came out as trans. My mom threatened me when I came out as gay. My mom threatened me when I told her that her boyfriend fucking sexually assaulted me. These ‘jokes’ really aren’t funny."
316f7a2c-cc90-4317-be78-59ef703f9c20,"Ok I completely forgot about the MOST important prompt in which our wallflower girl Mitchie regularly gets bullied in her highschool, Shane finds out about it after starting to date each other, gets angry and visits her PUBLIC high school to show-off their relationship. oOf"
4ef5a51a-dd4d-4d05-ac6a-54b0ef28bba1,And some German Jewish academics saw Hitler as the only thing standing between them & the radical Russian Bolsheviks. We know how that turned out. A true Christian does not support one evil because he thinks there is a greater evil out there. A true Christian rejects ALL evil.
054695ba-f445-4ab2-8d1a-a876adff08e0,NAH FUCK BAKER MAYFIELD DUMB ASS NIGGER
8cbd9110-1447-4dcf-8d1b-bf6b7bc05873,"More than once in middle school, I saw a kid getting bullied in the bus and inserted myself to tell the bullies to leave them alone."
a5a8c45d-7221-4787-b3c9-f52ec3d5de3c,Thinking bout that time a girl in year 7 was manipulated into sending her bf vids of her fingering herself which he screen recorded and sent round the entire school and she was bullied for the rest of high school and everyone avoided her but praised the lad ok
6cc27b69-f7ff-4833-9d9c-5af0f5c35f29,RT @Damocles247: PLEASE SIGN THIS PETITION + RETWEET http://t.co/aWQOOqVlp0  #BanIslam @LordThinker @FuckTheShitUSay @ukipwton @VileIslam @…
01bdb3dc-06f5-4f47-a2e5-9a22cb235b18,"Fly high with the angels Allison Girl, 10, dies in apparent suicide and is found by her younger sister in California as police suggest the youngster was being bullied. https://www.dailymail.co.uk/news/article-7576847/Girl-10-dies-apparent-suicide-police-suggest-youngster-bullied.html?ito=facebook_share_article-home"
ebe42049-2256-4af4-acbe-804ed26e6435,@ShaePhoenix Would looooove to see a feminazi take on this ha ha
37d7ef23-0304-47e1-b6a0-38a91a7f53b0,can we talk about how alex bullied george and april like a high school mean girl? they should have killed him off tbh
4e9735f0-08d7-4738-ba94-b5adcff6a27b,But people like you people who think everything is rape and everything is sexist and racist are the people who can't see this you will judge people for being male Asian black gay lesbian whatever you people are the only people that think this and you think you fight it well then
90090e6f-0fcf-44fb-a193-1907ed870444,Well I was the bully in school
a6f46874-ef45-47d2-9718-64f4257570c3,"«@tayyoung_ FUCK OBAMA, dumb ass nigger» Really bitch find the nearest toilet and eat shit"
1f8f3015-874a-4538-b052-0f6963d291da,"RT""@tayyoung_: FUCK OBAMA, dumb ass nigger""&gt;&gt;&gt; Bitch Obama dumb Ass !!"
5f0e7c09-febf-4ea6-b412-117583095ddd,"Adam and this other guy who I don't remember their name, would constantly make gay jokes, and Adam would chase me around as if he is going to rape me"
58d88b49-45fd-4cee-af00-ca1a634096bb,@ibogost SAVE SOME RIBBONS FOR ME. &lt;3 &lt;3 &lt;3
d6a4147c-2f6e-4715-8750-7696d2fb9cfc,@girlziplocked ughhhh.
1c32deca-ffbe-43ca-b45c-440945122f9e,You would understand if you had robot legs. http://t.co/NO19qeRXY6
13e8bdec-bc3b-4586-9a2c-0da1fe1fe351,"brother please is it my fault i desire youre brown penis?? you even say ""i like rape joke""... — thats just gay http://ask.fm/a/5d1k9b7n"
064b472e-558f-4dba-bdd9-c22a34daf82b,"She had a bookbag over her head and everything and yall talkin about rape and sexual assault gtfoh sensitive people ruin EVERYTHING. Niggas is too soft nowadays yall the reason they wont bring the office back now, because 1 gay joke would piss yall off and get the show cancelled"
cffb8d97-3219-461a-84f9-3a18e3432a94,@CriminaLFiOS_: @UncleLouu @xDeemo_ @OwNLeSs stop talking like u a thug dumb nigger bitch cunt dick riding fuck no earning bitch therapy?
99a1d522-1a86-4ccd-a496-0aa216c32548,"I blame the ""ladies groups"". Only the #oafc left wing feminazi party will get this."
30cf288d-b804-4d17-b11a-244f3dc15501,not the girl who bullied me in high school reaching out and telling me she “misses our friendship” and that she is “sorry if she ever hurt me” and “never meant to hurt me and thinks of me fondly” like this yt girl didn’t go around telling people not to be friends with me
6da601ec-8d08-4afd-8c99-1582aa2db101,"You fought in a few school playgrounds with a few bullies. Women have to to fight misogynists and sexists and bullies in every workplace, university, hospital, restaurant, dinner party, job interview, twitter feed in the world. It doesn’t stop when one set of bullies goes away."
50e8f0f0-d744-4370-80b0-9f853431e837,"1. Not every word you use comes from the 1600s, if you bothered to look it up and not its origin 2. ""Let men be men"", is literally used to represent rape culture 3. Thanks for proving you're sexist and homophobic 4. You're still gay because I've yet to mention my sexuality"
015d1633-e52a-47b1-992a-91f3e16a301c,to incessant needlepoint in a neo-communist FemiNazi Gulag!
48131910-9d0e-491a-9a86-94472f5f4a5f,#totallyneededtobetweeted @PowerbombJutsu I'm not sexist but I just don't care about women's wrestling
e029a2a9-4d0c-420b-a9b4-711b0fca3905,"My step-mother was from Vidor. She was a real christian woman and always looked out for those less fortunate. My father-not so much but she set him right. She told stories about Vidor when she was a kid. (30's-50's). They were dark. Decades later, it still shook her to the core."
6e452c8c-59d0-4373-93dc-3fde4a87fbb3,"If u hate takes over mind Common sense goes to heels He is criticising the Pulitzer People, never highlight the Islamic terrorism &amp; its causes on General People."
5cf1bd2f-5edc-4fa3-9281-56cf1e7034a4,Dr #TuQ said My Jihad is to bring the terrorists back to Humanity! #Islam
b85735c9-4309-4317-a0d4-94e3dd4d00cd,first impression: who added this person to the gc? your nickname in my head: penguins closeness ratings [1-10]: 7 do i like you: as a friend yes you are my: friend ever had a crush on you: no should you post this too: you already have one random thought: why is ur name penguins?
d8966128-333c-457d-8d47-58ad0df64433,RT @fruitondabottom: #IDontNeedFeminism because I hate being manipulated for feminists' entertainment. #WomenAgainstFeminism #letstalkmen h…
1ef5605a-91c6-4276-84dc-75aa2f52868c,To the nigger bitch tht demanded me to get her cigs fuck u hope u fall in a hole dumb bitch
36c47626-5544-4106-8490-6e07a2f0b9bd,And yet antique furniture... @Rojdarabbit Ladies...If you've been around your price goes down. Call me sexist but u know it's true. #joke
7ab0a653-7403-4893-9b7d-a51cdb1c8988,Chelsey makel Guillory. Unfollow me if you don't want me talking about niggers ten you won't have to see what I put about the dumb fucks
613d44c7-0680-48b4-aa58-6848aafaed25,"@MaxBlumenthal @NYTOpinionator @Volker_Beck Blumenthal's silence on Muslim bigotry, and it's cost."
d7852982-bc31-4ecd-872d-24f2e9f6b5c9,"#MileyCyrus Miley Cyrus 'date rape' joke goes too far? Twerker exclaims 'everyone's a little gay,' simulates ora... http://ift.tt/1gepLYX"
fc406d6f-a5ee-4c9d-b1ab-7d273b6804bd,"Black people Dumb AF how the fuck do you still 65,000 worth of chicken expensive chicken at that Fucking Niggers"
fee90d01-aeab-4f8e-960d-cb25bdf02f4e,@JenniferCohagen @PCraigRoberts One more Putin paid internet propaganda troll blocked.
9527d1ae-36c0-4f7b-93c6-a4b9daf3a478,"mom told me earlier that she doesn't have white privlege because she was ""bullied and jumped by black girls for being white"" in high school and because she's poor and has been pulled over one time"
db8ac50a-94b4-410a-9ad6-7ae3c9577dcc,my elementary school bully just sent me a friend request on facebook
97a192e7-a94a-4fb6-914d-cf14f86faa1b,@youngwayne00 ur dumb as fuck nigger
adbc84e6-d8d8-4d45-a436-89c678c46d71,http://t.co/CpRvdWEqu9
0137c040-05b3-4457-8152-34b55beaad44,@dazzacamilo shares Australia PM announces new counterterror measures: Tony Abbott says st... http://t.co/1DMZ7nxqa3 by @AJEnglish #arab
beb78442-31f4-4edd-a091-13f6045d2232,"Also in a past job black coworkers would greet each other with What's up N-word, a older black woman overheard this and was very angry but didn't say anything I told the manager and the worker never got in trouble, why cause he was black as well, hmmm. Black privilege."
799c5fd2-fba7-4c4d-a5d9-351e00c06487,"@KellyTurner99 @buellerishere Yes, those millions that won't let women drive in Saudi, vote in Kuwait, and cut their clits all over."
9f93f603-0e0d-4445-819e-90e687b060fb,"every time i play jackbox with my friends, all the jokes are always just 1. something racist 2. something gay 3. something about rape"
2696a1bc-4389-4a9e-ba11-4fb02318e99c,Yeah. It’s the worst of both worlds. Rape jokes and gay jokes. If somehow a dead baby joke was added the trifecta of awful would be complete.
4351fb5e-ee2b-4c0f-ac2c-3169142cb08b,"Yes, he welcomed Islamic terrorists to our white house, and refused to honor the Israeli prime minister, our ally, to the white house...and he declared himself a muslim, bowed to an arab emigrant, sworn in on the quran, gave 1.7 to Irann, supported Isis..."
bef4b646-6565-44ad-9841-9e712f3df244,@OneAndOnlyAkash I don't doubt that where I live racism exists to I'm talking but the word. Nobody uses colored no more!!! Where u live at?
40253627-b397-4ad4-bbb0-8697bd1f3403,"My child is haunted by witnessing the people dropping to their deaths on 9/11- but Omar giggles! She, is like the terrorists she empathizes with- devoid of all humanity! Omar is like the Nazis- laughing while killing their Jewish victims! Again, the Nazi-radical Jihad connection!"
cd1826d4-9816-406c-9d25-83b0d45bc18d,“@feministculture: Roxane Gay on Daniel Tosh and rape jokes. ” reasons why this is my favorite book
76c4c578-2987-4c69-b934-ee9cb17e4071,"@jaredchase man, i cannot figure out how to PvE as disc now that atonement is so nerfed."
b5617e6a-4cf5-4546-bfc7-11ae12c3c1ae,I got one of those cheap USB microscopes and now I'm having way too much fun. http://t.co/6Dj8VQez3E
f771064f-2e08-4af9-aa78-5dafb64c27de,"A Christian woman was stripped naked, beaten &amp; paraded through the streets by radical Hindu aka RSS . The group burned her house before they ""dragged her out onto street. India is becoming a dangerous place"" for ministries. God forbid. Now where is human right @UN_Women Alas."
25430429-e74b-436e-b1e7-bee136afbc71,Because there’s no such thing as shiite in Islam it doesn’t exist in Islam just a bunch of idiots who created a sect to branch themselves other than a Muslim !! You’re to stupid to even be on twitter feel bad for the twit who birthed you.
994f4dc2-3bca-43a1-b39c-62b82948480d,RT @SaveaSuicide: #FAQinhell Why the hell did you break it ? #feminazi #FakeCase #falseRape #498a.org #LawMisuse #Mensuicide #Fatherless #S…
38bc19db-95c4-4111-b373-75fbf0174cba,"@RepTedYoho Do you really not have a better way to express an opposing opinion than to call a female Congresswoman a fucking bitch?? Weak-ass Ad Hominem, motherfucker."
8f3fa8c8-318a-4eb5-aa32-d489793baccc,"@OwnedYourPS3ASS Ha,ha,ha When i say world Nigger? Ha,ha in the US which means unithed states. LMAO fuck u dumb. steve jobs 110th ROTFLMAO!"
63c9d4bf-2be2-4a42-a79c-3e5bd1946191,"How many explicitly anti-white killings have there been over the past hundred years? How many explicitly anti-black killings? Since you apparently don’t trust anything I link, I’ll let you do the math."
63f875d9-dbcc-433a-ac8a-97f439f2ccb0,I taught school for over 30 years. My first and second graders did not stoop to name calling like you do as an adult. You are not a mature leader. You definitely missed out on something in your your childhood or education. Such a bully.
f0ccf8e4-eb0b-488b-b31f-f888ace80c44,Yes I only care about the ones in America because I live in America and don’t want my future kids killed because of someone broken pride. Like it’s not that hard. If you stop the bully where he stands of letting it get so far as shooting up a school none of this will happen
6e26c74b-decf-4ce2-8fef-d8f173e013ff,"@Chloe__Mathews u would think that, bully lol :D x"
5ea7e49a-881c-4d0e-bc1d-7fbe37628099,I dont make racist/pedo/rape/gay jokes. Those are not 'jokes' to me. Some folks just like to make excuses for foolishness.
e5fbef44-363d-45e6-aec2-71f82daaa9ea,"@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime A good Muslim is good despite his bad religion, not because of it."
810ec45b-cee6-4446-aa22-9b5dd1afb3b4,"oh yeahh ur right . when i started learning about bts and their personalities/music, Yoongi was one of the first i got drawn to so when ppl ask me what my bias/ult is i just say yoongi or rapline"
4d581a62-bdc8-4915-8206-9fb52d0cc923,"interfering in Kashm!r, but how could they? Simply bcz Muslims want a separate Islamic state with Sharia. Nothing else. I hope this happens to ur country& u. Until 9/11, there was no such thing as Islamic terrorism for the west. Similarly, u don't have the taste of..."
dd3f3344-9330-4bf2-819f-f8479b3560ae,"@pully_tm How about we let women decide where feminism is going, shall we?"
2a169867-e29f-416d-b34e-bb2979686d90,What about if a female calls AOC a bitch? Is it still misogyny?
861679f1-e32a-4222-8514-5a99191fda73,"RT @txvoodoo: Oh my RT @JFKLibrary: In a telegram, #LeonardNimoy pleads with JFK for a safer planet. http://t.co/ohOD9lt2vU"
d7f489c7-cc53-4868-94e4-e75cb5b6f605,Yeah.. Sis you are right.. Instead of spreading love and happiness he just mixing things between our sincerity and the betray of himself.. May Allah help all the Muslim around the world facing idiots like him and like Indians.. Amen
0e3f2d13-f3af-44c5-90c2-f5eb2c380785,"Stupid. Audacious to talk about things you don't know. Go study Islam. Idiot. A hindu can never be a Muslim, can never accept Islam. Allah is not another deity. It is a different being altogether. Hindus habit of talking nonsense is age-old and without cure."
f0f85bed-6be8-4946-958c-9df6e3a1df6f,"LMAOOOOOOO RT @FatMackington CJ gotta be thinking ""the fuck is these dumb niggers talking bout"" I assumed CJ pronounces it with the ER"
3463e3c0-856d-4829-a94a-69465bbc9fe9,I was always taught at school not to be afraid of bullies because there is always someone harder than them .
01c4888a-7465-413a-aa85-f9248a1f3e16,"Laughing on religion hurts che now? Nd u brand me for being against claim of totalitarian religion. U must be the communal che for islamic terrorism. Dont get so intolerant when religion is mocked,now thats your fake communism."
667bf85c-b579-4586-8929-d1e530d1ac55,"I don't understand who would bully vinny, he's just so amazing! D: and flipping adorable! &lt;3 @VinCastronovo"
24686c14-1b49-48db-a22c-6527328843c9,"See, the reason you lose your job for making ""muh edginess"" pedo rape jokes in the early 2010's is because you were retards and used your real names. I called a thousand people gay n*gg*rs in Call of Duty and will never face the music."
a3392807-3857-4224-a049-5d79d78de72f,Back in my school days their were no such things as a free lunch unless you were a bully and stole anothers
f0cc6184-97e4-419e-9921-914f8fb3c468,"The City of Detroit has a population of only about 670,000. This past weekend, we had 33 shootings, with 7 fatalities. I have as of yet, to hear anything from Black Lives Matter."
d310a615-9534-44e2-b5e2-10649478a23f,“@SubliminaIMsgs: Spongebob makes an anal rape joke... https://twitter.com/SubliminaIMsgs/status/412063826650353664/photo/1” told yall spongebob gay af ...
990d1efb-c3ca-44d3-9fdd-6b85d3696003,"I got bullied all the way through school, in high school a bunch of girls would just go into class and knock me into walls, doors and tables you name it, someone told me to go kill myself, and even followed by a bunch of them, I go outside and I’m scared something will happen"
835d266c-dce9-4847-b0f1-b4c162e9ffe8,to the bullies that called me a cow in school bc of my skin condition... i glowed up and i’m out to fuck your dads
e296ad8e-18dd-49bc-94ac-711486f4cde9,@Christen_Daland your a dumb nigger bitch shut the fuck up
36d1bcbc-6cc9-4e6f-8529-d2e26bc01664,@MaxBlumenthal @mehdirhasan @tnr Mohammed declared a Jihad against all non believers. ISIS is executing a Jihad against non believers.
34f521c4-df19-4ef9-bbea-35c0306f976c,Please Can everyone see the proof that this Imam of Piss is not a Muslim who claims to be a Muslim what is the Glass of Juice doing besides you in this Holy Months of Ramadan. Just go and remove that on your profile sayin Imam of Tauhid Foolish Coward. Idiot https://twitter.com/Imamofpeace/status/1263064742454685696
128df1a4-dae1-4abf-957f-bc6d6bd5bb62,rules of my friendship: no gay jokes no rape jokes no slurs of any kind just nothing hurtful okay thank
be5d37df-5e60-417c-a452-087f6cd612ee,"@tayyoung_: FUCK OBAMA, dumb ass nigger someone help her this bitch is lost.. #basicbitch"
c2fb5f1e-80a7-4ef0-9415-5807f97c9645,"i got work to do, fuck y'all dumb makin video finna lose against MLK talM shit drivin daddy truck can't beefit up niggers #FUCKWRONGWITCHALL"
5c00e561-9977-400b-a3d5-f685b786acee,@BDSSupporter Israel is zero threat to world peace. Every Muslim nation on the planet is a threat to world peace. http://t.co/nYbRn19Xat
10ac1651-e08a-43bc-9b81-e903fa458e13,@reeealbigsean the reason that ship sank and those guys died is because there is a woman on board of the Maverick. #notsexist #superstitious
cf9c6db3-f0d3-4ebb-8da9-d0a94eaf2e20,@a_man_in_black and now mods of ghazi are under fire by a mob that appears to have been led by you. :(
f3abc9e8-bb56-41fc-82c0-6744950ed2ea,"What was the conversation was leading up to the name calling? What triggered Yoho to use such nasty language? In any case there's no excuse for Middle school/playground bully insults anywhere, but especially between public figures on the Hill."
ccb12544-f0d7-47fd-b48d-950e32df1146,@rvcIc — first impression: i didnt rlly have one tbh — your nickname in my head: i just call u as ur @— closeness ratings: 4 ?? — do i like you: yep — you are my: gg stan/luvity oomf — to be honest: ur acc is so neat
e7d83307-f1cc-4b07-987b-210a87aa1ea0,I don’t see how females can call their man all type of bitches I COULD NEVER..for one if I gotta out out that much disrespect we don’t even need to be together I LOVE MINES Way to much for that
8db915ab-aab2-4331-8728-d44693b38cc2,"Sometimes I hope that CA does break off and become it's own island. I love it here, but damn. The system is rigged."
553d391f-17b1-4733-91c4-5bdc4424eee4,Mom brutally attacked by teen girls outside CA high school; confrontation over bullied daughter https://www.newsbreakapp.com/n/0Nnw4OSA?s=a2&amp;pd=01BYEpdD
e65a9e92-01b3-4c63-8e1a-3ad5289ceaaa,"@Bard_of_peace ugh, no kidding. I miss being able to be an asshole, terrible as that is. I still let it out, but everything in moderation."
eff3ecfe-e207-4ac5-87c5-78a39005d7dd,"I'm tired of all the blase fat jokes, rape jokes, gay jokes, etc. NOT FUNNY. #mylife"
c792ec93-1258-476f-b09d-bd42260d461c,"I hate when people are racist, sexist, homophobic, make jokes about rape, use the word retarded,gay,faggot IT FUCKING IRKS THE HELL OUT OF"
5541d295-e9e6-490a-95f3-46fcc3813727,"Your mother wants to suck his dick tho. RT @tayyoung_: FUCK OBAMA, dumb ass nigger"
fadbc5c0-921d-4653-9db1-ac4a15deec6e,@TheQuinnspiracy PLZ GET URSELF A BLACKMILK SUPERHERO SWIM
72a0fb78-2b2c-46de-b13f-2756053f1ce3,I'm so proud of myself of how I've grown to be a person I am today and I'm still trying. Back when I was in school so from primary to secondary which is like middle to high school I was bullied all the way because hey I'm that tall awkward girl who's shy and love to read.
36b45d17-a905-47f2-a745-e2d6e2de2caa,Isn't he one of the ones who thinks it's a splendid idea to send kinds back to school? Dudes a bully himself.
42295690-a871-490c-9285-7072992a08db,She’s such an evil bitch. Now who’s not smiling? Shove it. #Kat #MKR
84aac723-8723-472d-b507-50cff9df8ab3,well I was bullied for being a geek in my youth and high school. The worst was Gay Shaming which a guy who's into girls but they apparently in a Lutheran school thought I loved guys. So 3 years of hell = well ALS came up right away. Yeah some guys look like girls Crying Game..
81710552-b811-4c7b-9bd6-be8fa2c331e5,"This person is a Puerto Rican Christian woman. Prays all day and night. She voted for the bunker bitch. Today while she was leaving, I shouted BLACK LIVES MATTER and she says “You’re right, all lives do matter” I about dropped outta my skin!!!"
c8072e5f-6e98-49ec-be83-607f6e12ea4c,"That is because their actual political ideology is...they like to see other people hurt, it makes them feel better about their pathetic, sad lives. One wing if our political discourse is essentially just the school yard bully."
3b65ed65-0c91-4b57-ad00-83ec46805dd9,"Abey converted chutiye, pehle theek se padle fir aake gyan baant. When I talk about mughals then I am talking about those 800 years of Mughal empire, where they were able to covert idiots like you from Hindus to Muslims, but my ancestors had self respect thus didn’t converted."
bc8d7ee1-69de-4812-b034-ef4f182d3f23,"I was bullied in junior high, my oldest daughter was bullied in elementary school and my youngest now in a new middle school is having a hard time with it. The sorry thing is most mean girls just grow up to be mean unhappy women."
4ab27718-85ed-4513-9671-f3a2dea3c5f6,So what..You call all white ppl Devils ..Thats worse then being called Negro..Plus u call black ppl Negros to...Wow...
6bd358e2-6b55-48cf-887f-4b156c21c925,If a man touches a 18 yo its rape but if they have Gay sex its GREAT! What a joke!
36d60e38-d582-4473-9ee0-7d6fa82d7761,"@angelxroblox tysm for the detailed commission i think ur the first person that doesn’t over price it bc i found one that’s like 50 robux for the same thing! anyways tysm for not getting mad when i had no funds and i happily payed the gamepass way, i’m super happy again, TYSM"
42ea6d90-dd96-4625-a440-9afa4ed13754,".@a_picazo you are participating in the libel by baselessly claiming @shoq is a bully.  again, i caution you to watch what you say. #p2"
4d4cbff0-75e1-4e83-a0ae-4a3587e16f83,Yes! #weirdsexism is back! @hehweh It's kinda weird to think women have #genitals. #notsexist #justsaying
73e3f730-efc5-4608-994f-3c61622e471b,I’m sick of people still making jokes about rape and using ‘gay’ as an insult. Just stop it.
9523f01c-9030-4de3-a1e0-77848dc7d3f8,I didn’t need the #BlackGirlMagic movement to tell me *not* to talk shit about darkskin Black women... I didn’t need the legalization of gay marriage to learn how to *not* be homophobic... And rape was *never* a topic to joke about... I know people change... but also WTF
c19a5eca-44d6-4e5b-9ec5-5f1abdc88d9c,"@orionwl it should be removed if you refresh, i think. :)"
a6abdeb0-1f07-4ba7-b5ef-840d94a0b155,I mean honestly can you think of a corporate situation in which a man could call a female colleague “disgusting” and a “f-cling bitch” and not be fired or if CEO removed by the board? I cannot. But am all ears as to analogous situations that would be tolerated @TedYoho.
f70b97dd-f944-481b-984f-9898b7f13d27,girls who bullied me in high school are hufflepuffs now and im trash
c86c2c9d-6d91-4254-92c8-363f90539892,U r our hero...keep raising ur voice against radical islamic terrorism#WithYouSonuNigam
df04dd4e-e097-4c6e-b8cb-4a7ccfdf63c2,"When Black women coined the term ""white feminism,"" white feminists balked, called it ""divisive."" Yet, white women, be they feminists or not, have historically &amp; consistently benefitted from Black women's labor, all the while reaping white privileges at the expense of Black women."
317bf287-f7d0-4990-8f7e-82b4c8de0814,"Facebook is getting desperate with their friend suggestions. FB: is this friend? Me: No, that's the girl who bullied me in high school. FB: is this friend? Me: No, that's my ex boyfriend's mother-in-law."
9b6c7e17-adca-4c30-8743-53087115c3b8,i wonder if high school popular girls who bullied people know that or just lived in oblivion of their own actions and impacts?
e18f0fa9-8947-416d-8673-afa7b180fbb4,"To show how ISIS and others are extremely wrong in their violence and tyranny, we have to remove fake hadiths from hadith books. #education #bigotry #fakehadiths #quran #extremism #radicalism #islam #isis #Terrorism #terrorists"
e850982e-30a6-4005-bb80-ed7ce51b0932,"As a 6’2’’ tall woman, seeing that Netflix movie about a tall girl in high school getting bullied is just unrealistic??? I got maybe a few backhanded remarks a handful of times. Also the whole idea that she needs a makeover to be seen as attractive as a girl over 6’0’’.....BAD!!!"
feb51d3a-9d66-46b3-a520-1cdce5d39566,"Sarah SIlverman is hurt by age jokes at a Comedy Central roast where gay, rape, race, and molestation jokes are frequent. Okayyyyyyyyyyy."
2613e389-0480-4010-8f7c-3a9658790ba6,"i left school due to mental health (nothing to do with bullies/other students) and did homeschooling, it was the best decision. my mom/therapists/etc were SUPER against it and they made me go back my final year of high school, ended up not being able to finish"
9c726c10-23f2-4e8f-929e-28c8646de2e9,Stay mad! RT @Colton_Zappe: Fuck that dumb nigger Obama
f814e879-79fb-41c2-82e1-2532438231a4,"For you fucking idiots that think America oppresses you. China sent up to 1 million Uighurs (Muslims) to ""re-education"" camps for “sins” like eating Halal food or growing beards longer than Beijing allows. Some are even executed. That was in 2017."
dae049d9-8939-41df-9aeb-f743e5f91ac4,"I can’t believe you would deny the existence of ISIS, Hezbollah, and PLO. They are the terrorists and the Quran is their guide. They are not U.S. military or sponsored by the U.S.. You show your ignorance everyday, @QasimRashid"
ce5cf429-cfab-494d-9187-4469754c4b41,the way i legit had to leave public school in the middle of 7th grade bc the bullying became too bad but now those same bullies are trying to become the aesthetic they bullied me for in the first place.
114a83f4-6b90-449e-bfe1-9fe8e336bdb8,"You’ll say anything but the truth. How does the guy who made the law admit that it’s racist, but you can’t see it. You’re either slow, tone death, or close minded. Why would black people want to be oppressed, you think we’ve been crying wolf for the past 100+ years"
a48ad5e1-0c53-4243-b0c7-1581bd9a1556,@KivaBay @Quinnae_Moon so happy for you and proud to have you as my friend. 💕💕💕
ceb61d7a-02a0-4808-a367-21e1e02096df,"@Vandaliser @sajid_fairooz @IsraeliRegime Even with what Hitler did to Jews, still more want to live in the west than under hatefilled Islam"
5f76107a-1e6f-458f-ade7-5f5f77a7a1cd,That’s okay. We disagree with your support for a far-right agenda to impose radical Christian values on America.
46639792-b68d-47a8-99e1-87661982bbc5,"Why not ban #Quran if one of u want to share the fact about it, If not than why not tell me 10 points.A doctor become terrorist, a engineer become terrorist,Isis made by a khalifa What is good in this?? May be something is not good, World must have single religion that's Humanity"
0b0029aa-06e2-4227-905d-280d97fc956d,I've read similar information. The myths have layers of truth and the truths are stranger than fiction. To be an immortal soul means this life is not the first nor the last. I see Earth as dense matter school where the students forgot they were in a temporary school with bullies.
361c1778-3c53-45fb-a015-7198b3d6422e,Agreed. Relationships would be much better without any men. @Msaleh14 Listen I'm not sexist but no girl should be the man in a relationship
bdcc336b-e9fa-4cb0-87f4-fc633a3c4940,"@Angry_Feminazi Would have added ""Be eaten by your cats"" but...140."
5eb205d6-747f-44d9-9b48-7fb080ee6bf7,@A2daO you dumb nigger n u can RT that. Fuck u
656f9a44-a63c-429c-bfb6-2dd8b512e660,"I'm done with these idiots on twitter, lol literally they'll try find anything to spin towards their agenda to try and make you look bad. It seems as if Muslims can not be supportive of one another in good but always have to be one against the other."
14853c2d-52ec-4d36-a579-3d438b65d9a6,"1) when and how did the Black Hebrews reclaim their Jewish past if it was “stolen” from them? 2) If you know anything about the current Jews is that they aren’t called people of the book for nothing. Jews prioritize education, they write down their history and never forget it."
4e5b7c16-51c6-4c8f-8570-6581bdd09374,"Are u looking at the same picture. I am sorry everything isn't rose colored. My family being survivors of racism, know racist when we see it. And you trying to justify it well....I guessed you are okay with it. God bless. I will pray you have empathy for POC."
d81f4635-6eb8-41b6-a718-191f91ed83e2,"About 30 men (several working for left-wing pubs) are accused of running online harassment campaigns against feminists, female journalists, writers of color & gay people – often using false accounts to spread racist/sexist abuse, and rape-threats. #MeToo https://www.theguardian.com/world/2019/feb/15/french-media-crisis-faces-own-metoo-moment-ligue-du-lol?"
a628a4e2-7889-474d-ad31-103b49c04d5f,"There are ISIS, Boko Haram, Al-Qaeda, Al-Shabab, Hamas, Islamic Jihad Union, Jamaat al Dawa al Quran, and a 100 more designated Islamist terrorist organizations, but the confidence with which Hussain Haidry calls Hindus ‘terrorists’ — quite impressive, no? @KhanAmanatullah"
3b032423-9fee-4802-8ae5-0b528128afc6,You are a bully!!! No I don't like it!!
a029a751-d0b8-494e-82cc-4e8ff0957cc8,Exclus have the same energy as those people in school who are like “omg!! i’m SO inclusive i LOVE neurodivergent people!! i just think that any neurodivergent behaviour is fucking gross and weird and i will bully you for showing it.”
4a5d2cac-fa1e-47b6-b0b3-24f021746cc9,these are bullies high school bullies
520370e7-77dc-4964-ba10-3016b15c25b4,"all guys at my school are like ""ur gay!!!1 *makes rape joke*"" like wow you think you're hilarious when you actually look like a major ass"
3c230d6c-39ca-4838-b122-dbf1a73bf032,one time i walked into a lil restaurant and it was owned by the parents of this girl who bullied me in high school and she was working and told me to come back soon lmfaooo bitch you may have forgotten but i didn’t
8251c6fb-d037-42c9-b9f6-6e2f64c21a6d,"And since @KellyannePolls is a good Republican Christian woman, she must vote the way her husband tells her or God will get her. Am I right?"
d275c92c-6d01-47e8-8776-d4647d136f00,@LoveFNDeluxe @LazyReaction @ALLCAPSBRO that's why I had to put it in my caption because the person who made the meme clearly doesn't know
d76be23c-1fa4-4868-a77d-d84f957d68ee,"I'm just going to keep saying this. Jokes about gay sex and rape in jail is homophobic and really offensive , and I expect better out of a community leader like yourself."
e5e30d1d-4e29-4866-a13c-a9a29cb6c89f,Damn that's some evil stuff to wish upon a person.. https://t.co/u6bzwguFAw
166ec87f-22f9-4492-96e4-0cff26ee32f4,"@tayyoung_: FUCK OBAMA, dumb ass nigger bitch #Swerve"
