uuid,events
964bafa7-3655-4bcf-89bc-0c317565ab30,"[""sending-off"", ""caution"", ""substitution"", ""caution""]"
e6e15336-8fe4-4f15-b3aa-8d4ae195559b,"[""score"", ""sending-off"", ""substitution""]"
d0415bda-ebfe-4b04-aa21-298f5e618df4,"[""caution"", ""foul"", ""sending-off"", ""substitution"", ""foul""]"
a38c4124-68b0-45a3-b68e-7ff623cc444e,"[""substitution"", ""caution"", ""caution"", ""sending-off"", ""score"", ""caution""]"
dcef7593-cbb4-4ae3-8f45-2393035c37ab,"[""substitution"", ""substitution"", ""foul""]"
370d1cdc-0f86-45be-8c71-04bb61ebf368,"[""substitution"", ""foul"", ""score"", ""caution"", ""score""]"
b1024797-2460-40a7-8bab-02970dd558be,"[""score"", ""sending-off"", ""score"", ""caution"", ""score"", ""sending-off""]"
4c738954-6eff-4139-a59e-3cc7f9790fca,"[""score"", ""foul"", ""caution"", ""caution"", ""caution"", ""caution""]"
812b1a69-c27a-4609-9b35-32e533943434,"[""substitution"", ""sending-off"", ""sending-off"", ""substitution"", ""score"", ""substitution""]"
083bf8cd-e9cd-4c74-8f9e-3635fc5eba5b,"[""caution"", ""sending-off"", ""foul"", ""score"", ""foul"", ""sending-off""]"
68b30cd1-8d24-4ab6-ab13-2e187be2020a,"[""foul"", ""substitution"", ""score"", ""caution"", ""caution""]"
79b0023d-b35d-4bd8-a8d6-cafb195a9a19,"[""caution"", ""sending-off"", ""sending-off"", ""foul"", ""substitution""]"
c518cfb0-d052-4a80-ae10-8194b26f8962,"[""score"", ""caution"", ""score"", ""sending-off""]"
cb36d632-9d2d-4be0-8d32-b2d3a5408706,"[""foul"", ""caution"", ""score"", ""sending-off"", ""substitution"", ""sending-off""]"
d3b4a1d0-6638-416c-9f56-2fcda263abbd,"[""sending-off"", ""score"", ""foul"", ""foul""]"
12cdffbe-4bb5-4284-bd61-5f443bb358d8,"[""substitution"", ""substitution"", ""foul"", ""score"", ""caution"", ""substitution""]"
250b7eb8-6ca1-4ca0-8046-5df06f647172,"[""sending-off"", ""score"", ""sending-off"", ""caution""]"
c01e47d1-9d2e-4a59-aa94-f7c3c335d661,"[""sending-off"", ""score"", ""caution"", ""caution""]"
bfb3c28d-1b1d-44ea-9705-e26d0a683320,"[""foul"", ""caution"", ""score"", ""score"", ""score""]"
c7fd0dc1-b1a3-46d8-8bc0-d9e18df28605,"[""substitution"", ""sending-off"", ""sending-off"", ""sending-off"", ""caution"", ""sending-off""]"
530f5595-c1bd-4482-af06-977024e3b486,"[""substitution"", ""sending-off"", ""caution"", ""foul""]"
8da88722-8c3e-4d1c-8e5f-ed8f0a11b66f,"[""sending-off"", ""substitution"", ""foul"", ""sending-off"", ""score""]"
0551ed4c-2dda-4d65-aacd-5c77c8960111,"[""sending-off"", ""sending-off"", ""substitution"", ""foul"", ""score"", ""substitution""]"
e3643dbe-d243-45a8-9116-e2b9b54c7a87,"[""score"", ""score"", ""score"", ""foul""]"
9636b8df-bb68-4f9f-941c-b54cccd27a94,"[""foul"", ""caution"", ""score"", ""substitution"", ""substitution"", ""score""]"
74c6f366-12e0-4bd2-a910-75606087147b,"[""foul"", ""caution"", ""foul"", ""score"", ""sending-off"", ""score""]"
794d007a-b55e-423a-b6c2-9b105146ba72,"[""substitution"", ""sending-off"", ""caution"", ""substitution""]"
67cb6d39-b701-4782-ae42-eeca3dc7264c,"[""sending-off"", ""substitution"", ""caution"", ""substitution""]"
7909621e-030a-404c-99b2-c0c9f3daea92,"[""foul"", ""foul"", ""substitution"", ""score"", ""sending-off""]"
6fdb2bd5-8f37-4a89-b41f-100c4102435e,"[""substitution"", ""score"", ""sending-off"", ""substitution"", ""substitution"", ""sending-off""]"
7bd57b04-2de2-4bcd-9cd4-7eafebba8de8,"[""score"", ""caution"", ""substitution""]"
5ab0d146-33b1-4073-81c8-d25413d3f442,"[""sending-off"", ""foul"", ""foul"", ""foul""]"
97a0df16-960e-4e91-9b2b-6ff9e283821e,"[""score"", ""sending-off"", ""sending-off"", ""foul"", ""sending-off"", ""caution""]"
3e6b3bb7-68af-4486-b7e7-f7eb16db6bcc,"[""score"", ""score"", ""foul""]"
0febdf85-ace1-4d47-8bf6-805a8b6243c2,"[""sending-off"", ""foul"", ""caution"", ""sending-off"", ""foul"", ""caution""]"
36f9ecd3-f52e-4ff3-b932-c0b7ea699aa4,"[""score"", ""sending-off"", ""sending-off"", ""foul"", ""foul"", ""substitution""]"
4a6ca691-7b5e-4569-8f0c-f73d473aa440,"[""score"", ""foul"", ""substitution"", ""caution"", ""sending-off""]"
e991ae6c-38b1-4075-bdd1-d66b1e4c8ffd,"[""substitution"", ""substitution"", ""sending-off"", ""substitution"", ""caution""]"
4b2f747e-b9cd-426e-8e2b-52811a78f5e9,"[""caution"", ""foul"", ""sending-off""]"
e5c40b16-2e8c-49c0-a778-447225932ca4,"[""substitution"", ""caution"", ""caution"", ""caution"", ""sending-off"", ""caution""]"
d04dbecd-fe67-414e-bab6-de3198d9dc7a,"[""caution"", ""score"", ""caution"", ""score"", ""foul"", ""substitution""]"
20062123-cacd-4fb4-a992-181b4a128960,"[""score"", ""caution"", ""foul"", ""substitution""]"
01c251b9-5456-4ff2-878c-6bbe591d0a90,"[""score"", ""caution"", ""caution"", ""caution"", ""substitution""]"
dc80e0a0-d20c-4a93-b700-1454232e22e3,"[""sending-off"", ""sending-off"", ""caution"", ""substitution"", ""substitution""]"
0d792c05-b257-4e9f-ac46-9b34c3f74ca5,"[""score"", ""caution"", ""sending-off"", ""caution""]"
847f6d72-febf-46b9-9b93-2669b45c7b5c,"[""foul"", ""substitution"", ""score"", ""caution""]"
c4c3a9e7-1486-43b2-997c-c8ddbca016b8,"[""score"", ""foul"", ""caution"", ""caution""]"
9d838ca4-c322-468e-8f62-06723e7580e6,"[""sending-off"", ""score"", ""substitution"", ""caution"", ""substitution"", ""score""]"
efb6cacc-2551-4d65-9f58-267ef2fca8f1,"[""score"", ""caution"", ""sending-off"", ""sending-off"", ""substitution""]"
6d9cdef7-381f-46c5-9928-a8c9cafc90c4,"[""substitution"", ""sending-off"", ""sending-off"", ""foul"", ""foul"", ""caution""]"
ecc6bd78-d3dc-46b0-9ba2-3d727c6241fb,"[""caution"", ""substitution"", ""substitution"", ""substitution""]"
434f09b1-147f-46d3-8d5e-fd3a90862e0f,"[""score"", ""foul"", ""substitution"", ""caution"", ""sending-off""]"
872d08ce-a7fd-4aa9-9c87-a364e7f5aef5,"[""score"", ""foul"", ""score"", ""substitution"", ""substitution"", ""caution""]"
22f36552-4bc5-40a1-83fb-9cb2a3cc5e5d,"[""sending-off"", ""foul"", ""caution""]"
f784d3a4-f725-40b0-bf48-a424a391f7b1,"[""caution"", ""score"", ""score""]"
3d968910-10be-4683-9333-eafab2606790,"[""foul"", ""sending-off"", ""score""]"
31d84f86-66b9-4d02-883e-133e6206b761,"[""substitution"", ""caution"", ""substitution"", ""substitution""]"
ff0a03e0-cf53-463d-b0b1-46716959fef8,"[""sending-off"", ""substitution"", ""foul"", ""score""]"
005cb389-7466-4896-b244-09e49b191dc9,"[""score"", ""caution"", ""foul"", ""substitution"", ""foul""]"
c87889e7-252b-48ad-8bf1-a99bd8cf6adf,"[""score"", ""caution"", ""foul"", ""substitution""]"
018be446-ecc3-4a4e-9109-f9b4400764c4,"[""substitution"", ""score"", ""score"", ""sending-off""]"
708098c3-1726-480a-96dc-a081ca45a59f,"[""foul"", ""score"", ""foul"", ""caution"", ""foul"", ""substitution""]"
92c8cb6c-df42-4656-a09f-4b4c5397325b,"[""foul"", ""sending-off"", ""foul"", ""sending-off"", ""substitution"", ""foul""]"
0978e061-260a-41bd-b7a2-e4b99ec4c702,"[""score"", ""sending-off"", ""caution"", ""score""]"
d09ffe64-b1f2-4608-822f-bf6cf60256bd,"[""score"", ""sending-off"", ""foul""]"
03470d78-de62-4199-95d6-5aaa85966407,"[""substitution"", ""score"", ""score"", ""sending-off"", ""foul"", ""caution""]"
be2a5811-90da-47f7-92b2-dd7ff5110d37,"[""score"", ""caution"", ""sending-off"", ""substitution"", ""caution"", ""score""]"
16907de6-3700-4567-ade7-ca2e6998ce3c,"[""score"", ""caution"", ""caution"", ""caution"", ""score"", ""substitution""]"
bc499a3d-d9ec-4331-9a3e-61af0f7ab95a,"[""caution"", ""score"", ""score"", ""caution"", ""sending-off""]"
086309f7-df58-4afc-9ab0-cf381461a1b6,"[""substitution"", ""sending-off"", ""foul""]"
85f9961c-ccf3-4104-a148-dbbcc4ebdc3d,"[""score"", ""sending-off"", ""sending-off"", ""substitution"", ""substitution""]"
ed14f5c1-5851-494b-9aeb-dfd1d96f2732,"[""sending-off"", ""caution"", ""foul""]"
e9826578-ba59-4c77-92c8-20ee35c6d684,"[""caution"", ""score"", ""substitution"", ""substitution"", ""foul"", ""substitution""]"
a06a809f-52c4-4f9d-a408-c4c355a310c5,"[""caution"", ""score"", ""caution"", ""caution""]"
e31e0308-b8d8-4f10-a323-55454f808a95,"[""foul"", ""caution"", ""score"", ""substitution"", ""score"", ""substitution""]"
2ecf46a1-1bf8-42a8-9f58-2798bcdcf7a9,"[""substitution"", ""substitution"", ""sending-off"", ""substitution"", ""substitution""]"
a2f7292a-4250-43bf-b0b0-88bc9f9c49ac,"[""caution"", ""score"", ""sending-off"", ""score""]"
c1262090-d8ce-4673-8b8a-dad1d0f82b19,"[""caution"", ""substitution"", ""caution"", ""sending-off"", ""caution"", ""caution""]"
9d4418fe-0869-4afa-94cb-a1e5ed135471,"[""caution"", ""caution"", ""caution"", ""caution""]"
fcd149b7-347b-49b4-ae12-22b075a7d1b2,"[""caution"", ""sending-off"", ""score"", ""sending-off"", ""sending-off"", ""foul""]"
7fd46dee-8021-464d-a980-b5bd45d59a79,"[""foul"", ""sending-off"", ""caution"", ""substitution"", ""sending-off"", ""caution""]"
929e09e9-3b95-4acd-a91e-0ac9fcaaca31,"[""substitution"", ""substitution"", ""caution""]"
d49aa38d-a2dc-4378-89c0-c6ea77fa83ea,"[""caution"", ""foul"", ""caution"", ""sending-off"", ""sending-off""]"
01a41d7a-ffdd-4695-b939-89bf6e204402,"[""score"", ""score"", ""substitution"", ""substitution"", ""score""]"
b67451be-3d70-4f24-8b1e-a3b25efcdbaf,"[""caution"", ""foul"", ""foul"", ""substitution"", ""substitution"", ""caution""]"
56f7ff43-6d55-4534-80b7-2e2a5879c253,"[""score"", ""sending-off"", ""foul"", ""sending-off"", ""sending-off"", ""substitution""]"
08f2886b-c0fe-4cc5-89df-3cf9d08b959f,"[""score"", ""score"", ""sending-off"", ""foul"", ""foul""]"
e7bc45fd-059d-42d6-b8ab-4a1a4ec278a0,"[""caution"", ""caution"", ""score""]"
ce25abfb-2394-41ca-86ff-ca05337b083e,"[""sending-off"", ""caution"", ""foul"", ""sending-off"", ""substitution""]"
adae6724-fc25-4181-a156-a994f36db7b8,"[""caution"", ""sending-off"", ""substitution""]"
c115f5f1-bd6f-4179-84cc-dcfc9167ccb6,"[""score"", ""caution"", ""score"", ""substitution""]"
5e799aab-3582-4c8a-a4dc-cc5a93448602,"[""sending-off"", ""substitution"", ""caution""]"
03afec2f-7c61-4215-b729-4fe64c8081c8,"[""score"", ""score"", ""caution"", ""foul"", ""substitution""]"
bf3e9eb2-4acb-4342-9795-3831644a2b40,"[""caution"", ""caution"", ""sending-off""]"
d0efd60d-9414-40d4-8d83-e2a4e10f0f70,"[""substitution"", ""caution"", ""sending-off"", ""substitution""]"
dfa265c2-76c2-4d8f-acda-96f7dc0aed21,"[""caution"", ""caution"", ""substitution"", ""caution"", ""caution"", ""score""]"
b12b05b1-04e3-4b85-a98e-5156e0d37c9a,"[""substitution"", ""foul"", ""sending-off""]"
1d3c7897-0e4d-4447-b7f0-7ad9d3af86e4,"[""sending-off"", ""sending-off"", ""foul"", ""score"", ""foul"", ""score""]"
9e0c0f79-a130-4706-a9aa-f5be2bafccaa,"[""foul"", ""score"", ""sending-off"", ""foul"", ""score""]"
57c2f57f-fcc9-41a3-a921-e23a263bc122,"[""score"", ""sending-off"", ""caution"", ""score"", ""caution""]"
61606768-9f6b-4428-9338-f8c0970fff12,"[""foul"", ""score"", ""foul""]"
a59e5bb0-cc45-486f-8474-24f4fc8adf82,"[""score"", ""substitution"", ""score""]"
faf44b0c-964e-4e96-8de3-fc543774c56c,"[""score"", ""sending-off"", ""score""]"
c1752367-02a8-49e3-a801-17b3e70a071b,"[""foul"", ""sending-off"", ""caution"", ""sending-off""]"
b4e3cf7b-e7eb-443f-8520-d746ac22527a,"[""substitution"", ""caution"", ""foul"", ""substitution"", ""score"", ""caution""]"
6b267af7-3386-4c46-b4a3-01fa6b2f0c18,"[""score"", ""sending-off"", ""foul"", ""sending-off"", ""score"", ""caution""]"
96057d08-f720-482c-8ec9-7d33d71616ee,"[""score"", ""sending-off"", ""foul""]"
6dffa65f-86f5-4c31-9890-1a593fcce328,"[""substitution"", ""caution"", ""sending-off""]"
4adb900f-38c2-4b39-b800-8044e35f964a,"[""caution"", ""substitution"", ""score"", ""caution""]"
b7d91611-7328-41c5-b3a9-ddda4ce7837a,"[""substitution"", ""score"", ""caution"", ""score"", ""substitution"", ""substitution""]"
3579feb4-17a8-4407-bb5f-dd1d7381035b,"[""substitution"", ""caution"", ""substitution"", ""foul""]"
44df8321-f186-4d30-937e-883f93ec74b5,"[""score"", ""score"", ""foul""]"
119c8bbe-b4d5-4afb-a1e6-1e1f012b71df,"[""score"", ""caution"", ""foul"", ""caution""]"
6667f474-1c90-4884-8e01-b397d3484231,"[""substitution"", ""substitution"", ""substitution"", ""caution"", ""substitution""]"
4f8fab1a-97ce-42fd-a67b-8ae2d7fafbe1,"[""caution"", ""substitution"", ""substitution"", ""caution"", ""foul"", ""substitution""]"
c39839d2-e976-45c4-8b53-e06ec8cdce31,"[""foul"", ""sending-off"", ""foul"", ""sending-off"", ""substitution"", ""sending-off""]"
2190ac0e-4590-439e-866b-5584b110f0e4,"[""sending-off"", ""sending-off"", ""sending-off""]"
72615423-f83b-4ae5-a6c6-9cf04d4836dc,"[""substitution"", ""sending-off"", ""score"", ""foul""]"
d94b5a1b-d3a6-4509-addf-b3fc7065bfe6,"[""substitution"", ""score"", ""score""]"
057c2b99-0268-4caa-ae83-d834fcb693fa,"[""substitution"", ""substitution"", ""foul""]"
5bfd5a68-c256-44a9-b14f-8d77982cc79d,"[""score"", ""caution"", ""caution"", ""sending-off"", ""substitution"", ""substitution""]"
b8f8b8c5-af0d-43ee-bf82-f25763270013,"[""score"", ""caution"", ""sending-off""]"
878711cc-b70c-4c36-8990-5afce96e3e98,"[""score"", ""foul"", ""sending-off"", ""foul"", ""foul""]"
c70c16de-9cb8-41e0-9ca9-8a359e06b5f7,"[""sending-off"", ""sending-off"", ""foul"", ""caution"", ""caution"", ""caution""]"
79a396de-5272-47e7-ae12-29b4de0955e0,"[""sending-off"", ""caution"", ""substitution""]"
f0e2d8c5-27bb-48a0-9142-8b65b21559b9,"[""sending-off"", ""sending-off"", ""foul""]"
58eb84fc-450d-40ff-824f-bd7b62ae65e7,"[""caution"", ""foul"", ""substitution"", ""substitution"", ""substitution""]"
b38fd788-5459-4216-a76d-05e9fb9cfadc,"[""substitution"", ""score"", ""substitution""]"
0fdc1b23-5738-442a-b9fd-c27b5ca83c2b,"[""sending-off"", ""foul"", ""foul"", ""score""]"
8c1d6015-e3f0-4785-b694-0ff72e8b82db,"[""caution"", ""caution"", ""score"", ""sending-off""]"
78719e0b-8f17-405f-b01c-023c4479c996,"[""sending-off"", ""substitution"", ""substitution"", ""score""]"
0b93453b-437c-4413-84d1-41f1bd2f0bfa,"[""substitution"", ""caution"", ""foul"", ""substitution""]"
15a061e1-9dc9-4645-a9d9-7f7a5f5c8b0b,"[""sending-off"", ""substitution"", ""caution""]"
c1ccbd33-f3a6-4ee5-9195-4a5d13e15106,"[""caution"", ""caution"", ""score"", ""caution"", ""foul"", ""foul""]"
6d9058e7-4db1-4afb-836c-4d3bb433de9c,"[""foul"", ""sending-off"", ""foul"", ""substitution"", ""sending-off""]"
3b92c226-13e7-4aa6-b54f-a36add62fb0c,"[""score"", ""sending-off"", ""score""]"
80489aff-132b-4d63-8909-a082604b0a26,"[""substitution"", ""foul"", ""foul"", ""caution""]"
7813ec40-f7a2-4b87-80ad-ba0caeaa9a3e,"[""foul"", ""sending-off"", ""foul"", ""foul""]"
b963dc0c-fd8a-43d5-9527-76a651a6c2c8,"[""sending-off"", ""sending-off"", ""score"", ""sending-off"", ""substitution"", ""score""]"
ccc58e4f-b03e-4ce3-827c-008abc480385,"[""caution"", ""sending-off"", ""sending-off""]"
e7d66d86-0081-4a6c-b374-93d244d0bdb7,"[""substitution"", ""caution"", ""score"", ""caution"", ""score""]"
35a94452-3120-430d-9cea-d65d494ffff0,"[""sending-off"", ""sending-off"", ""score""]"
db6ffc50-aaa3-40ee-bce3-eb87f5e8d38b,"[""substitution"", ""substitution"", ""score"", ""substitution""]"
63f1b0e4-509f-4876-9bb3-55be21b64481,"[""substitution"", ""foul"", ""foul"", ""sending-off""]"
18d38c91-0f07-435e-a6b9-e6cd0887d3d2,"[""score"", ""foul"", ""substitution"", ""substitution"", ""caution""]"
bf8f0f7f-7d6d-4dc4-9cbb-57545eb77514,"[""caution"", ""caution"", ""sending-off"", ""score""]"
bbd0bf9c-8752-44d5-9081-44e0f41cf0da,"[""substitution"", ""caution"", ""sending-off"", ""caution"", ""substitution""]"
41a03cb3-184b-4dfa-95a0-09e7c8100615,"[""sending-off"", ""foul"", ""substitution""]"
3b8b8137-3a95-45fe-97b8-02e543a50e18,"[""foul"", ""substitution"", ""foul"", ""substitution""]"
a7d90117-5453-499d-9728-1750078bce45,"[""sending-off"", ""caution"", ""foul"", ""score""]"
8bc65478-039c-4bcc-962f-c6f8278db981,"[""sending-off"", ""caution"", ""substitution"", ""score"", ""sending-off"", ""sending-off""]"
e70b16f2-b70f-4800-98da-4c50f38675a1,"[""sending-off"", ""score"", ""caution"", ""score""]"
8377a30d-b16e-40c8-b90d-6e4a1c40e4d0,"[""foul"", ""caution"", ""score"", ""caution"", ""caution"", ""substitution""]"
c41ff935-8dfe-4233-b0ad-5397def08a5a,"[""caution"", ""sending-off"", ""score"", ""sending-off"", ""foul""]"
af3bf375-bedc-4d9b-a78d-444b52644c17,"[""score"", ""caution"", ""foul"", ""caution"", ""sending-off""]"
a09d0214-4ffe-4eb7-9dfa-ac0dd0d2cda7,"[""score"", ""substitution"", ""foul""]"
1397c6d2-c473-4363-95ed-0aafbad86f1e,"[""sending-off"", ""foul"", ""foul"", ""score""]"
f74876cb-3183-4101-b109-b8b96c694f11,"[""substitution"", ""caution"", ""caution"", ""sending-off"", ""sending-off""]"
57e49afd-acb5-4729-8b4e-5c9059ded3d1,"[""score"", ""substitution"", ""sending-off""]"
444108c5-165a-4dee-afbe-70c2facb2a36,"[""substitution"", ""substitution"", ""foul"", ""substitution""]"
5f676c03-6f68-4265-936b-0ff205fd77cb,"[""score"", ""score"", ""substitution"", ""score"", ""score""]"
a88ad642-ba97-4139-83b2-44056380f2ff,"[""score"", ""caution"", ""score""]"
c4c6d343-5a5a-49a5-9dd5-5b119a62c19d,"[""score"", ""substitution"", ""caution"", ""substitution""]"
3ec9b614-1fe0-436b-b52a-694a314227a8,"[""substitution"", ""score"", ""substitution""]"
0e45ca70-579e-4b95-8d12-83a993c1e612,"[""score"", ""score"", ""sending-off"", ""substitution""]"
3b9d86d9-095f-4756-adaf-067277453343,"[""foul"", ""sending-off"", ""caution"", ""sending-off"", ""score""]"
714918db-b83c-4a5b-b2b2-6194b02e6011,"[""sending-off"", ""sending-off"", ""caution"", ""substitution"", ""caution"", ""foul""]"
ec719a02-2d11-4102-9a75-3b2bb0f3bc93,"[""caution"", ""score"", ""caution""]"
2b41ac24-c2fe-4347-9843-068df48b500c,"[""score"", ""score"", ""foul"", ""foul""]"
10071c24-bfcb-4448-b61f-cc8d52242c9e,"[""substitution"", ""substitution"", ""sending-off"", ""substitution"", ""substitution"", ""sending-off""]"
9210dbd6-f1fd-4693-b64d-92f327f5a329,"[""sending-off"", ""sending-off"", ""score"", ""substitution""]"
ae0e84cc-1158-4c46-be10-beae3ce99148,"[""caution"", ""foul"", ""substitution"", ""caution""]"
578b854f-fdb1-4a19-972d-a83e12cebcf1,"[""sending-off"", ""foul"", ""score"", ""substitution""]"
236ff6be-4709-4585-840a-e3690d3e9c31,"[""sending-off"", ""substitution"", ""caution"", ""caution""]"
67eed4aa-2c08-4881-8891-021c4908e23f,"[""foul"", ""score"", ""caution""]"
dbe80903-ace9-49c5-a78b-d72b339a2f50,"[""score"", ""sending-off"", ""substitution""]"
e7a47443-d293-4420-9746-00e7575d13ee,"[""caution"", ""foul"", ""score"", ""score"", ""sending-off"", ""substitution""]"
cdd1a2ec-8be0-4df3-a496-87143a132977,"[""caution"", ""caution"", ""foul""]"
1a8af029-5375-45eb-b7ef-1332a0c9d7d0,"[""caution"", ""foul"", ""sending-off"", ""sending-off"", ""score"", ""substitution""]"
1b400d8c-8d90-48c7-b505-c7b59c82f2c0,"[""caution"", ""substitution"", ""score"", ""foul"", ""foul"", ""score""]"
6f9540a5-84ab-40e6-86cb-ca511a26571b,"[""substitution"", ""sending-off"", ""sending-off"", ""sending-off"", ""foul""]"
97c33e0c-5ba7-4968-94ae-47d1b130eb16,"[""caution"", ""caution"", ""caution""]"
d99f83c7-a88c-485e-af2e-d3e15b57432b,"[""sending-off"", ""caution"", ""caution"", ""foul"", ""foul""]"
3a3626a9-3cbe-47f0-92b9-383717a9801e,"[""sending-off"", ""substitution"", ""score""]"
670edcc6-f975-4643-9775-aa72ab2ae1ee,"[""substitution"", ""score"", ""sending-off"", ""caution"", ""foul"", ""sending-off""]"
63fbf8a4-0525-411b-a106-58c127bd07e0,"[""score"", ""score"", ""sending-off"", ""foul"", ""score"", ""foul""]"
e0a57626-70c3-4b76-85c5-43e6308ba0cc,"[""score"", ""foul"", ""foul""]"
dec46373-775c-4f2d-ac4c-f0e1f3c91fc4,"[""caution"", ""score"", ""score"", ""sending-off""]"
ad641c52-ec17-4983-8f5a-ba6e3b0e1716,"[""foul"", ""caution"", ""sending-off"", ""sending-off"", ""score"", ""score""]"
9e026182-4e4a-48f7-a0ef-9faa9c4711cb,"[""sending-off"", ""sending-off"", ""foul""]"
60767659-b91b-445f-b77b-de9de4a4f523,"[""score"", ""substitution"", ""foul"", ""caution""]"
b91cf293-aa8e-49ba-90b0-9712319637cf,"[""caution"", ""sending-off"", ""foul""]"
8a3d3187-b54f-49bc-957a-7fecaf67eace,"[""caution"", ""caution"", ""caution"", ""caution"", ""substitution"", ""caution""]"
df09bc10-ef47-4292-9b21-4f420178f971,"[""foul"", ""caution"", ""sending-off"", ""caution"", ""substitution"", ""substitution""]"
ae5465f0-8248-45eb-b7b4-84b7bb993d83,"[""sending-off"", ""caution"", ""substitution"", ""sending-off"", ""foul""]"
bac8b36e-97aa-4a9c-97ef-d595917bc6ee,"[""caution"", ""score"", ""score"", ""substitution"", ""caution""]"
c7edce40-14fa-40ff-ae67-1c355ffbeb50,"[""foul"", ""foul"", ""sending-off"", ""caution"", ""score""]"
5728a21f-d79c-4f5d-a79c-152b56075fda,"[""substitution"", ""sending-off"", ""substitution"", ""caution"", ""sending-off"", ""caution""]"
6ba63331-7674-4764-b17f-65914a1c2493,"[""sending-off"", ""caution"", ""substitution"", ""substitution"", ""caution""]"
2a64630c-f420-411b-b43e-3d37d09a49c9,"[""foul"", ""substitution"", ""score""]"
a6ab80f0-c8df-43d9-8f94-b28fe3b11946,"[""score"", ""score"", ""caution"", ""score"", ""score""]"
82892402-e071-44a9-abb9-bcaf52043aed,"[""sending-off"", ""score"", ""foul"", ""substitution""]"
982483a0-48cb-4fd6-8d4e-d8e1ebe8a39b,"[""foul"", ""score"", ""sending-off""]"
688cb564-eddf-455b-b562-ef88e2006989,"[""substitution"", ""caution"", ""score"", ""caution"", ""sending-off""]"
577adb77-0451-424c-bd82-14ebdd048e18,"[""sending-off"", ""foul"", ""caution"", ""score""]"
8f537d92-4e80-4322-b230-76fee67885c3,"[""caution"", ""substitution"", ""sending-off""]"
156ffbbf-52aa-43c0-8239-2eeff5555b5c,"[""substitution"", ""score"", ""substitution""]"
b9e8db18-3e6f-40c2-badb-ec51614f977a,"[""foul"", ""sending-off"", ""substitution"", ""substitution"", ""substitution""]"
3ccf1871-b9a5-4156-bc01-12a70b6641c2,"[""sending-off"", ""substitution"", ""substitution"", ""foul""]"
76c5feb0-df82-46b0-bff7-aabf90f9655e,"[""substitution"", ""foul"", ""score"", ""sending-off"", ""sending-off""]"
fd1e988e-46d7-4de9-8aad-2637ed8ba3fd,"[""score"", ""score"", ""score"", ""substitution"", ""sending-off"", ""substitution""]"
9c5daf11-2448-40d5-abed-8127ab38ca81,"[""score"", ""sending-off"", ""caution"", ""caution"", ""caution"", ""sending-off""]"
2d60dcc5-31e6-4be9-9287-2744163e30b4,"[""caution"", ""substitution"", ""caution"", ""score"", ""caution""]"
c77f54bf-f703-45c4-8de3-1eb4cfdadcd2,"[""substitution"", ""caution"", ""substitution""]"
b5e8ede2-b10b-431c-ac87-0a81bcbaebce,"[""foul"", ""score"", ""sending-off"", ""score""]"
b58d5761-4bcf-450e-917b-5b969175b1ad,"[""foul"", ""score"", ""substitution"", ""caution"", ""score""]"
5afec891-5b48-40ed-9afc-1cd7af5ca4af,"[""sending-off"", ""caution"", ""score"", ""foul""]"
5fdb870c-bd61-41a9-9a4e-28c2232aa0f0,"[""score"", ""sending-off"", ""sending-off"", ""score"", ""sending-off"", ""foul""]"
bddffc65-e98a-4c77-8500-fd78fe576774,"[""foul"", ""score"", ""sending-off"", ""score""]"
3a80e057-67c0-49a7-addf-47ed183f1087,"[""caution"", ""sending-off"", ""substitution""]"
79d81adb-9e74-4052-8569-64e2112282ad,"[""caution"", ""foul"", ""caution""]"
19259fc6-0542-4ff1-a124-af5ab0e400ab,"[""foul"", ""score"", ""sending-off"", ""sending-off"", ""substitution""]"
5d3748c2-121b-4f7e-87d4-186c142781af,"[""substitution"", ""sending-off"", ""caution"", ""score"", ""caution"", ""caution""]"
ae72e54f-dad9-4290-b773-65ee223d95e4,"[""score"", ""score"", ""sending-off"", ""substitution""]"
9405567b-3d0f-46ed-a9c5-7d3aa6bb7219,"[""foul"", ""score"", ""foul"", ""caution"", ""score""]"
add72301-eeb7-4f2a-9ced-c6816b99de32,"[""foul"", ""score"", ""foul""]"
ccc4c9fb-e6a4-4a88-a794-65adcd2094d5,"[""substitution"", ""substitution"", ""substitution"", ""score"", ""substitution"", ""substitution""]"
d643f94a-f491-4128-aa00-abe57259b63f,"[""sending-off"", ""foul"", ""caution""]"
6a592c09-6f97-4dd9-b7bf-7d33880c3fb4,"[""foul"", ""sending-off"", ""score""]"
ec136f9f-6b88-48f3-a9d4-ef87a1582c60,"[""sending-off"", ""sending-off"", ""sending-off"", ""substitution"", ""caution"", ""substitution""]"
275c393d-9387-4dc2-80ac-11be3ac0dada,"[""caution"", ""caution"", ""substitution""]"
bd36aceb-82f3-4b44-83e3-4fed65cee100,"[""caution"", ""sending-off"", ""foul"", ""substitution"", ""caution"", ""sending-off""]"
e5afc4ef-87d3-4956-bbc3-f08db7c59903,"[""substitution"", ""caution"", ""foul"", ""caution""]"
91a5ea40-4e6f-4c78-a14a-b31db09252a4,"[""foul"", ""score"", ""caution"", ""foul"", ""score"", ""foul""]"
61f4f62f-fd70-411f-9a0d-0bcd608c1374,"[""caution"", ""foul"", ""substitution""]"
1a79f049-ed7f-440e-b463-8a81cb7f7a2c,"[""score"", ""foul"", ""foul""]"
